#MCS	Surface_energy
94100	6677.766992208671
94200	6509.219833845849
94300	6337.2025803833
94400	5717.290283342068
94500	6010.091206818092
94600	5255.41719496295
94700	6100.665694053506
94800	5794.310160243082
94900	5905.285993278596
95000	5926.521298365264
95100	6321.531353961796
95200	6027.662172563434
95300	5718.051436735153
95400	5527.978660613329
95500	6008.4015091185165
95600	6252.6926677652555
95700	6471.125590210819
95800	5923.073504899613
95900	5740.744901815731
96000	5235.689455041354
96100	5920.107927278343
96200	6175.964663315572
96300	5727.065192519932
96400	5451.204420428608
96500	6056.191192272268
96600	6289.640217657519
96700	5855.846584377171
96800	6150.766219208826
96900	5799.457875990538
97000	6239.5475666927005
97100	5596.206887997689
97200	5468.06134413954
97300	6380.872584165463
97400	5514.817884524568
97500	6072.754175704973
97600	6362.160091748479
97700	5731.314475652438
97800	5915.607057612815
97900	5365.397759985701
98000	6563.775314375408
98100	6327.4850517533305
98200	5909.801169553816
98300	6380.749933781938
98400	6102.924531346016
98500	6108.97650857371
98600	5324.255913016261
98700	6633.681137079382
98800	6027.150071758344
98900	6054.162129962609
99000	6494.399941151641
99100	6343.89298176324
99200	6282.832856528606
99300	6344.623934958692
99400	6746.145100480174
99500	6896.463888093873
99600	5854.671514313282
99700	6016.070871700505
99800	6085.394310513236
99900	5788.596541910829
100000	6667.652319794732
100100	6073.679679592589
100200	6927.815249223132
100300	6450.439014317861
100400	6424.001487694917
100500	6569.024464752523
100600	6102.4507734603985
100700	6699.212619940071
100800	5979.24578956081
100900	6466.3447769944805
101000	6488.5878173680485
101100	6327.849131037305
101200	6841.794886444447
101300	7106.558801476419
101400	6698.193613765521
101500	7242.641047857101
101600	7162.593221371226
101700	7229.230666626679
101800	7308.483387412603
101900	6726.472560024828
102000	7065.048583622323
102100	7262.802092365087
102200	7179.481678384886
102300	6633.632943800788
102400	6764.443580610116
102500	6139.689540766887
102600	7596.934616583928
102700	6744.6796286923045
102800	6653.642256413785
102900	7534.979170512086
103000	7407.868619169655
103100	6719.1735273388995
103200	7273.555900744662
103300	7544.677386933616
103400	7447.16797931494
103500	7567.359989691059
103600	7394.152689776657
103700	6978.753398083032
103800	7448.640475120827
103900	7610.7087583865305
104000	7764.496961592695
104100	7274.1983433846535
104200	7561.260885206297
104300	7411.089542370874
104400	6879.779965235329
104500	7012.492896528008
